title,aka,genres,year,votes,rating
The Pianist (2002),"['Der Pianist (2002)', 'Der Pianist (2002)', 'Il pianista (2002)', 'Le pianiste (2002)', 'Pianista (2002)']","['Biography', 'Drama', 'War']",[2002],516739,8.5
Captain America: The Winter Soldier (2014),"['Captain America 2 (2014)', 'Captain America 2 (2014)', 'Captain America 2: The Return of the First Avenger (2014)', ""Captain America: Il soldato d'inverno (2014)"", 'Captain America: The Winter Soldier (2014)', 'Captain America: The Winter Soldier (2014)', 'Freezer Burn (2013)', 'Marvel Captain America: The Winter Soldier (2014)', 'The Return of the First Avenger (2014)']","['Action', 'Adventure', 'Sci-Fi']",[2014],516209,7.8
Star Trek (2009),"['Corporate HQ (2009)', 'Corporate Headquarters (2009)', 'Star Trek (2009)', 'Star Trek (IMAX DMR version) (2009)', 'Star Trek - Il futuro ha inizio (2009)', 'Star Trek XI (2007)', 'Star Trek Zero (2008)', 'Star Trek: The Future Begins (2009)', 'Star Trek: The Future Begins (2009)', 'Star Trek: The Future Begins (2009)', 'Star Trek: The IMAX Experience (2009)', 'The Ernest Castelhun Chronicles (2009)', 'Untitled Walter Lace Project (2009)']","['Action', 'Adventure', 'Sci-Fi']",[2009],515659,8.0
The Hunger Games: Catching Fire (2013),"['Catching Fire (2013)', 'Die Tribute von Panem - Catching Fire (2013)', 'Hunger Games: La ragazza di fuoco (2013)', 'The Hunger Games 2 (2013)', 'The Hunger Games II (2013)', 'The Hunger Games: Catching Fire (2013)', 'The Idiom (2012)']","['Action', 'Adventure', 'Mystery', 'Sci-Fi', 'Thriller']",[2013],509708,7.6
The Bourne Ultimatum (2007),"['Das Bourne Ultimatum (2007)', 'The Bourne Ultimatum - Il ritorno dello sciacallo (2007)']","['Action', 'Mystery', 'Thriller']",[2007],507328,8.1
How to Train Your Dragon (2010),"['Drachenzähmen leicht gemacht (2010)', 'Dragon Trainer (2010)', 'How to Train Your Dragon: An IMAX 3D Experience (2010)']","['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",[2010],501626,8.2
Aliens (1986),"['Alien 2 (1985)', 'Alien II (1985)', 'Alien II (1990)', 'Aliens (1986)', 'Aliens - Die Rückkehr (1986)', 'Aliens - Die Rückkehr (1986)', 'Aliens - Scontro finale (1986)', 'Aliens: Die Rückkehr (1991)']","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",[1986],501012,8.4
Full Metal Jacket (1987),"['Full Metal Jacket (1987)', 'Full Metal Jacket (1987)', 'Full Metal Jacket (1987)', 'Full Metal Jacket (1987)', ""Stanley Kubrick's Full Metal Jacket (1987)""]","['Drama', 'War']",[1987],500458,8.3
The Grand Budapest Hotel (2014),"['Grand Budapest Hotel (2014)', 'Grand Budapest Hotel (2014)', 'The Grand Budapest Hotel (2014)', 'The Grand Budapest Hotel (2014)']","['Adventure', 'Comedy', 'Drama']",[2014],499233,8.1
The Imitation Game (2014),"[""L'enigma di un genio (2014)"", 'The Imitation Game (2014)', 'The Imitation Game - Ein streng geheimes Leben (2015)']","['Biography', 'Drama', 'Thriller', 'War']",[2014],499201,8.1
The Hobbit: The Desolation of Smaug (2013),"['Der Hobbit - Smaugs Einöde (2013)', 'Lo Hobbit - La desolazione di Smaug (2013)', 'The Hobbit Part 2 (2013)', 'The Hobbit: Part 2 (2013)', 'The Hobbit: The Desolation of Smaug (2013)', 'There and Back Again Part 2 (2013)']","['Adventure', 'Fantasy']",[2013],496151,7.9
Million Dollar Baby (2004),"['Million Dollar Baby (2004)', 'Rope Burns (2004)']","['Drama', 'Sport']",[2004],495748,8.1
Taken (2008/I),"['96 Hours (2009)', 'Io vi troverò (2008)', 'Taken - Io vi troverò (2008)']","['Action', 'Thriller']",[2008],492395,7.8
The Social Network (2010),['The Social Network (2010)'],"['Biography', 'Drama']",[2010],492140,7.7
The Incredibles (2004),"['Die Unglaublichen (2004)', 'Die Unglaublichen (2004)', 'Die Unglaublichen - The Incredibles (2004)', 'Gli Incredibili - Una normale famiglia di supereroi (2004)', 'The Fantastics (2003)', 'The Incredibles (2004)', 'The Invincibles (2001)', 'Untitled Brad Bird Pixar Project (2000)']","['Action', 'Adventure', 'Animation', 'Family']",[2004],491243,8.0
Sherlock Holmes (2009),[],"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",[2009],487287,7.6
Ratatouille (2007),"['Ratatouille (2007)', 'Ratatouille (2007)', 'Untitled Rodent Project (2006)']","['Animation', 'Comedy', 'Family', 'Fantasy']",[2007],486568,8.0
Avengers: Age of Ultron (2015),"['After Party (2014)', 'Age of Ultron (2015)', 'Avengers: Age of Ultron (2015)', 'Marvel Avengers: Age of Ultron (2015)', 'The Avengers 2 (2015)', 'The Avengers 2: Age of Ultron (2015)']","['Action', 'Adventure', 'Sci-Fi']",[2015],486504,7.5
Trainspotting (1996),"['Trainspotting (1996)', 'Trainspotting - Neue Helden (1996)']",['Drama'],[1996],483841,8.2
Pirates of the Caribbean: At World's End (2007),"['Fluch der Karibik - Am Ende der Welt (2007)', 'P.O.T.C. 3 (2007)', 'Pirates 3 (2007)', 'Pirates of the Caribbean - Am Ende der Welt (2007)', 'Pirates of the Caribbean 3 (2007)', ""Pirates of the Caribbean: At World's End (2007)"", 'Pirates of the Caribbean: At Worlds End (2007)', 'Pirati dei Caraibi - Ai confini del mondo (2007)']","['Action', 'Adventure', 'Fantasy']",[2007],482362,7.1
Casino Royale (2006),"['007 - Casino Royale (2006)', 'Agente 007 - Casinò Royale (2006)', 'Bond 21 (2006)', 'Bond Begins (2006)', 'Bond XXI (2006)', 'Casino Royale (2006)', 'Casino Royale (2006)', 'Casino Royale (2006)', 'James Bond 007 - Casino Royale (2006)', 'James Bond 21 (2004)']","['Action', 'Adventure', 'Thriller']",[2006],481473,8.0
Ted (2012),"['Ted (2012)', 'Ted (2012)', 'Teddy Bear (2012)']","['Comedy', 'Fantasy']",[2012],480991,7.0
El laberinto del fauno (2006),"['El laberinto del fauno (2006)', 'Il labirinto del fauno (2006)', ""Pan's Labyrinth (2006)"", ""Pan's Labyrinth (2006)"", ""Pan's Labyrinth (2006)"", ""Pan's Labyrinth (2006)"", 'Pans Labyrinth (2007)', 'The Labyrinth of the Faun (2006)']","['Drama', 'Fantasy', 'War']",[2006],480816,8.2
Shrek (2001),['Shrek - Der tollkühne Held (2001)'],"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",[2001],478489,7.9
World War Z (2013),[],"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']",[2013],477276,7.0
Star Wars: Episode II - Attack of the Clones (2002),"['Attack of the Clones (2002)', 'Attack of the Clones: The IMAX Experience (2002)', 'Star Wars II (2002)', 'Star Wars II: Attack of the Clones (2002)', 'Star Wars: Episode II (2002)', 'Star Wars: Episode II - Angriff der Klonkrieger (2002)', 'Star Wars: Episode II - Angriff der Klonkrieger (2002)', 'Star Wars: Episode II - Attack of the Clones (2002)', 'Star Wars: Episode II - Attack of the Clones (2002)', 'Star Wars: Episode II - Attack of the Clones 3D (2002)', ""Star Wars: Episodio II - L'attacco dei cloni (2002)""]","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",[2002],476606,6.7
Twelve Monkeys (1995),"['12 Monkeys (1995)', '12 Monkeys (1995)', '12 Monkeys (1995)', ""L'esercito delle 12 scimmie (1996)""]","['Mystery', 'Sci-Fi', 'Thriller']",[1995],474426,8.0
Blade Runner (1982),"['Blade Runner (1982)', 'Blade Runner (1982)', 'Blade Runner (1982)', 'Blade Runner: The Final Cut (2007)', 'Bladerunner (1982)', 'Dangerous Days (1982)', 'Der Blade Runner (1982)', 'Der Blade Runner (1991)']","['Sci-Fi', 'Thriller']",[1982],473412,8.2
Now You See Me (2013/I),"['Die Unfassbaren - Now You See Me (2013)', 'Insaisissables (2013)', 'Now You See Me - I maghi del crimine (2013)']","['Crime', 'Mystery', 'Thriller']",[2013],472359,7.3
The Curious Case of Benjamin Button (2008),"['Benjamin Button (2007)', 'Benjamin Button (2008)', 'Der seltsame Fall des Benjamin Button (2009)', 'Il curioso caso di Benjamin Button (2009)']","['Drama', 'Fantasy', 'Romance']",[2008],469904,7.8
Fargo (1996),['Fargo - Blutiger Schnee (1996)'],"['Crime', 'Drama', 'Thriller']",[1996],467803,8.1
Prometheus (2012/I),"['Prometheus (2012)', 'Prometheus - Dunkle Zeichen (2012)', 'Untitled Alien Prequel (2012)']","['Adventure', 'Mystery', 'Sci-Fi']",[2012],464687,7.0
X-Men (2000),"['X-Men (2000)', 'X-Men (2000)', 'X-Men 1.5 (2000)', 'X-Men: The Movie (1998)']","['Action', 'Adventure', 'Sci-Fi']",[2000],464094,7.4
Argo (2012),['Escape from Tehran (2012)'],"['Biography', 'Drama', 'History', 'Thriller']",[2012],463524,7.7
Harry Potter and the Sorcerer's Stone (2001),"['Harry Potter (2000)', ""Harry Potter and the Philosopher's Stone (2001)"", ""Harry Potter and the Philosopher's Stone (2001)"", ""Harry Potter and the Philosopher's Stone (2001)"", ""Harry Potter and the Philosopher's Stone (2001)"", ""Harry Potter and the Sorcerer's Stone (2001)"", ""Harry Potter and the Sorcerer's Stone (2001)"", 'Harry Potter e la pietra filosofale (2001)', 'Harry Potter und der Stein der Weisen (2001)']","['Adventure', 'Family', 'Fantasy']",[2001],462423,7.5
The Amazing Spider-Man (2012),"[""Fiona's Tale (2012)"", 'Spider-Man 4 (2012)', 'Spider-Man 4: The Amazing Spider-Man (2012)', 'Spiderman (2012)', 'The Amazing Spider-Man (2012)', 'The Amazing Spider-Man (2012)', 'The Amazing Spider-Man in 3D (2012)', 'Untitled Spider-Man Reboot (2012)']","['Action', 'Adventure']",[2012],460799,7.0
12 Years a Slave (2013),"['12 anni schiavo (2013)', 'Twelve Years a Slave (2013)']","['Biography', 'Drama', 'History']",[2013],458316,8.1
The Revenant (2015),"['Revenant - Redivivo (2015)', 'The Revenant - Der Rückkehrer (2016)']","['Adventure', 'Drama', 'Thriller', 'Western']",[2015],455453,8.0
Life of Pi (2012),"['Life of Pi: Schiffbruch mit Tiger (2012)', 'Vita di Pi (2012)']","['Adventure', 'Drama', 'Fantasy']",[2012],453197,8.0
Groundhog Day (1993),"['...und täglich grüßt das Murmeltier (1993)', 'Ricomincio da capo (1994)']","['Comedy', 'Fantasy', 'Romance']",[1993],450539,8.1
Edge of Tomorrow (2014),"['All You Need Is Kill (2014)', 'Edge of Tomorrow (2014)', 'Edge of Tomorrow - Senza domani (2014)', 'Live Die Repeat (2014)', 'Live Die Repeat: Edge of Tomorrow (2014)', 'Live Die Repeat: Edge of Tomorrow (2014)', 'Live Die Repeat: Edge of Tomorrow (2014)', 'Un jour sans lendemain (2014)', 'We Mortals Are (2013)']","['Action', 'Adventure', 'Sci-Fi']",[2014],449207,7.9
Kick-Ass (2010),[],"['Action', 'Comedy']",[2010],444783,7.7
Drive (2011/I),[],"['Crime', 'Drama']",[2011],443538,7.8
Heat (1995),"['Heat (1995)', 'Heat (1995)', 'Heat (1995)', 'Heat - La sfida (1996)']","['Action', 'Crime', 'Drama', 'Thriller']",[1995],442416,8.2
Independence Day (1996),"['ID4 (1996)', 'Independence Day (1996)', 'Independence Day (1996)', 'Independence Day 3D (2013)']","['Action', 'Adventure', 'Sci-Fi']",[1996],440517,6.9
Into the Wild (2007),"['Into the Wild (2007)', 'Into the Wild - Die Geschichte eines Aussteigers (2008)', 'Into the Wild - Nelle terre selvagge (2007)']","['Adventure', 'Biography', 'Drama']",[2007],440377,8.2
Looper (2012),['Looper - In fuga dal passato (2012)'],"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",[2012],438756,7.4
La vita è bella (1997),"['Das Leben ist schön (1998)', 'Life Is Beautiful (1997)', 'Life Is Beautiful (1997)', 'Life Is Beautiful (1998)', 'Life Is Beautiful (1998)']","['Comedy', 'Drama', 'War']",[1997],436301,8.6
Sen to Chihiro no kamikakushi (2001),"['Chihiros Reise ins Zauberland (2002)', 'Chihiros Reise ins Zauberland (2002)', 'Chihiros Reise ins Zauberland (2002)', 'La città incantata (2003)', ""Miyazaki's Spirited Away (2002)"", 'Sen (2001)', 'Sen and the Mysterious Disappearance of Chihiro (2001)', 'Spirited Away (2002)', 'Spirited Away (2002)', 'Spirited Away (2002)', 'Spirited Away (2002)', 'The Spiriting Away of Sen and Chihiro (2001)']","['Adventure', 'Animation', 'Family', 'Fantasy', 'Mystery']",[2001],435305,8.6
Jurassic World (2015),"['Ebb Tide (2015)', 'Jurassic Park 4 (2015)', 'Jurassic Park IV (2015)', 'Jurassic World (2015)', 'Jurassic World 3D (2015)', 'Jurassic World 3D (2015)', 'Jurassic World 3D (2015)']","['Action', 'Adventure', 'Sci-Fi']",[2015],434083,7.0
Frozen (2013/I),"['Die Eiskönigin - Völlig unverfroren (2013)', 'Frozen (2013)', 'Frozen - Il regno di ghiaccio (2013)', 'The Snow Queen (2013)']","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",[2013],433110,7.6
Superbad (2007),"['Separation Anxiety (2007)', 'Superbad (2007)', 'Superbad (2007)', 'Superbad - Maiali dietro ai banchi (2007)', 'Suxbad: Tre menti sopra il pelo (2007)']",['Comedy'],[2007],430124,7.6
Whiplash (2014),['Whiplash (2014)'],"['Drama', 'Music']",[2014],430032,8.5
Limitless (2011/I),"['Ohne Limit (2011)', 'The Dark Fields (2010)']","['Mystery', 'Sci-Fi', 'Thriller']",[2011],429618,7.4
The Matrix Reloaded (2003),"['Matrix Reloaded (2003)', 'Matrix Reloaded (2003)', 'The Burly Man (2003)', 'The Matrix 2 (2001)', 'The Matrix Reloaded: The IMAX Experience (2003)']","['Action', 'Sci-Fi']",[2003],429442,7.2
Batman v Superman: Dawn of Justice (2016),"['Batman Versus Superman: Dawn of Justice (2016)', 'Batman v Superman: Dawn of Justice (2016)', 'Batman versus Superman: Dawn of Justice (2016)', 'Batman vs. Superman (2015)', 'Dawn of Justice (2016)']","['Action', 'Adventure', 'Sci-Fi']",[2016],428109,6.8
Thor: The Dark World (2013),"['Marvel Thor: The Dark World (2013)', 'Thor - Il mondo delle tenebre (2013)', 'Thor - The Dark Kingdom (2013)', 'Thor 2 (2013)', 'Thor: The Dark World (2013)', 'Thursday Mourning (2013)']","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",[2013],426446,7.1
"Lock, Stock and Two Smoking Barrels (1998)","['Bube Dame König grAS (1998)', 'Lock & Stock - Pazzi scatenati (1998)']","['Comedy', 'Crime']",[1998],425557,8.2
L.A. Confidential (1997),"['L.A. Confidential (1997)', 'L.A. Confidential (1997)', 'L.A. Confidential (1997)']","['Crime', 'Drama', 'Mystery', 'Thriller']",[1997],424760,8.3
Spider-Man 2 (2004),"['Spider-Man 2 (2004)', 'Spider-Man 2 (2004)', 'Spider-Man 2 (2004)', 'Spider-Man 2 (2004)', 'Spider-Man 2 (2004)', 'Spider-Man 2 (2004)', 'Spider-Man 2 (2004)', 'Spider-Man 2 Lives (2003)', 'Spider-Man 2.1 (2004)', 'Spider-Man 2: The IMAX Experience (2004)', 'Spider-Man: No More (2003)', 'Spiderman 2 (2004)', 'The Amazing Spider-Man (2003)']","['Action', 'Adventure', 'Fantasy']",[2004],422644,7.3
Juno (2007),"['Junebug (2007)', 'Juno (2007)']","['Comedy', 'Drama']",[2007],422053,7.5
The Bourne Identity (2002),"['Agent bez minulosti (2002)', 'Die Bourne Identität (2002)', 'Die Bourne Identität (2002)']","['Action', 'Mystery', 'Thriller']",[2002],421075,7.9
21 Jump Street (2012),[],"['Action', 'Comedy', 'Crime']",[2012],418118,7.2
X2 (2003),"['X-2 (2003)', 'X-Men 2 (2003)', 'X-Men 2 (2003)', 'X-Men 2 (2003)', 'X-Men 2 (2003)', 'X-Men 2 (2003)', 'X-Men 2 (2003)', 'X-Men 2: X-Men United (2003)', 'X-Men II (2003)', 'X2: X-Men United (2003)', 'X2: X-Men United (2003)', 'X2: X-Men unis (2003)', 'X² (2003)']","['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",[2003],415434,7.5
Kingsman: The Secret Service (2014),"['Kingsman (2014)', 'Kingsman and Sons (2014)', 'Kingsman and Sons (2014)', 'Kingsman and Sons (2014)', 'Kingsman and Sons (2014)', 'Kingsman: Secret Service (2015)', 'Kingsman: The Secret Service (2014)', 'Kingsman: The Secret Service (2014)', 'Kingsman: The Secret Service (2014)', 'Kingsman: The Secret Service (2014)', 'The Secret Service (2014)']","['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",[2014],414726,7.7
Birdman or (The Unexpected Virtue of Ignorance) (2014),"['Birdman (2014)', 'Birdman (2014)', ""Birdman o (L'imprevedibile virtù dell'ignoranza) (2014)"", 'Birdman oder (Die unverhoffte Macht der Ahnungslosigkeit) (2015)']","['Comedy', 'Drama', 'Romance']",[2014],413374,7.8
Men in Black (1997),"['MIB (1997)', 'Men in Black (1997)', 'Men in Black (1997)']","['Adventure', 'Comedy', 'Family', 'Mystery', 'Sci-Fi']",[1997],413334,7.3
Rise of the Planet of the Apes (2011),"['Caesar (2010)', 'Caesar: Rise of the Apes (2011)', 'Genesis: Apes (2008)', ""L'alba del pianeta delle scimmie (2011)"", 'Planet der Affen: Prevolution (2011)', 'Planet of the Apes: Genesis (2010)', 'Rise of the Apes (2011)']","['Action', 'Drama', 'Sci-Fi', 'Thriller']",[2011],411952,7.6
Ocean's Eleven (2001),"['11 (2001)', 'O11 (2001)', ""Ocean's 11 (2001)"", ""Ocean's Eleven (2001)"", ""Ocean's Eleven (2001)"", ""Ocean's Eleven (2001)"", ""Ocean's Eleven - Fate il vostro gioco (2001)""]","['Crime', 'Thriller']",[2001],411934,7.8
Blood Diamond (2006),"['Blood Diamond (2006)', 'Blood Diamond (2006)', 'Blood Diamond (2006)', 'Blood Diamond - Diamanti di sangue (2007)', 'Diamond (2005)', 'Okavango (1995)']","['Adventure', 'Drama', 'Thriller']",[2006],410012,8.0
Minority Report (2002),"['Minority Report (2002)', 'Minority Report (2002)', 'Minority Report (2002)', 'Second Sight (1997)', 'Total Recall 2 (2002)']","['Action', 'Mystery', 'Sci-Fi', 'Thriller']",[2002],409558,7.7
Star Trek Into Darkness (2013),"['2 (2013)', 'Into Darkness - Star Trek (2013)', 'Star Trek 2 (2009)', 'Star Trek XII (2009)', 'Star Trek: Into Darkness (2013)', 'Untitled Star Trek Sequel (2013)']","['Action', 'Adventure', 'Sci-Fi']",[2013],406995,7.8
The Notebook (2004),"['Le pagine della nostra vita (2005)', 'Wie ein einziger Tag (2004)', 'Wie ein einziger Tag (2004)']","['Drama', 'Romance']",[2004],406310,7.9
Shaun of the Dead (2004),"[""L'alba dei morti dementi (2004)"", 'Shaun of the Dead (2004)', 'Tea-Time of the Dead (2004)']","['Comedy', 'Horror']",[2004],405331,8.0
Cast Away (2000),"['Cast Away (2000)', 'Cast Away - Verschollen (2001)', 'Cast Away - Verschollen (2001)']","['Adventure', 'Drama', 'Romance']",[2000],405217,7.7
Prisoners (2013),[],"['Crime', 'Drama', 'Mystery', 'Thriller']",[2013],403327,8.1
Harry Potter and the Chamber of Secrets (2002),"['Harry Potter e la camera dei segreti (2002)', 'Harry Potter und die Kammer des Schreckens (2002)', 'Harry Potter und die Kammer des Schreckens (2002)', 'Incident on 57th Street (2002)']","['Adventure', 'Family', 'Fantasy', 'Mystery']",[2002],401620,7.4
Watchmen (2009),"['Watchmen (2009)', 'Watchmen: Die Wächter (2009)', 'Watchmen: The IMAX Experience (2009)']","['Action', 'Drama', 'Mystery', 'Sci-Fi']",[2009],400273,7.6
Harry Potter and the Goblet of Fire (2005),"['Harry Potter and the Goblet of Fire: The IMAX Experience (2005)', 'Harry Potter e il calice di fuoco (2005)', 'Harry Potter und der Feuerkelch (2005)', 'Harry Potter und der Feuerkelch (2005)', 'The Goblet of Fire (2005)']","['Adventure', 'Family', 'Fantasy', 'Mystery']",[2005],399451,7.7
"I, Robot (2004)","['Hardwired (2003)', 'I, Robot (2004)', 'Io, robot (2004)']","['Action', 'Mystery', 'Sci-Fi', 'Thriller']",[2004],397992,7.1
Oblivion (2013/I),['Horizons (2011)'],"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",[2013],396968,7.0
Harry Potter and the Prisoner of Azkaban (2004),"['Harry Potter and the Prisoner of Azkaban: The IMAX Experience (2004)', 'Harry Potter e il prigioniero di Azkaban (2004)', 'Harry Potter und der Gefangene von Askaban (2004)']","['Adventure', 'Family', 'Fantasy', 'Mystery']",[2004],396570,7.8
Zombieland (2009),['Benvenuti a Zombieland (2010)'],"['Adventure', 'Comedy', 'Horror', 'Sci-Fi']",[2009],396239,7.7
Despicable Me (2010),"['Cattivissimo me (2010)', 'Ich - Einfach unverbesserlich (2010)', 'Ich, Einfach unverbesserlich (2010)', 'Moi, moche et méchant (2010)']","['Adventure', 'Animation', 'Comedy', 'Family']",[2010],396237,7.7
Toy Story 2 (1999),"['Toy Story 2 - Woody & Buzz alla riscossa (2000)', 'Toy Story 2 in 3-D (2010)', ""Toy Story 2: Collector's Item (1998)""]","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",[1999],395962,7.9
Spider-Man 3 (2007),"['3 (2006)', 'Spider-Man 3 (2007)', 'Spider-Man 3 (2007)', 'Spider-Man 3 (2007)', 'Spider-Man 3 (2007)', 'Spider-Man 3 (2007)', 'Spider-Man 3 (2007)', 'Spider-Man 3 (2007)', 'Spider-Man 3 (2007)', 'Spider-Man 3: The IMAX Experience (2007)']","['Action', 'Adventure']",[2007],392460,6.2
